origin,destination,date_from,date_to,flight_price,hotel_name,stars,address,amenities,hotel_price,total_price
"NYC,San Francisco,2024-03-19,2024-03-24,106,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Kitchen/Kitchenette, Pet friendly, Hot tub"",1037,1143"
"NYC,San Francisco,2024-03-19,2024-03-24,106,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Free Breakfast, Gym, Hot tub, Free WiFi"",1003,1109"
"San Diego,San Francisco,2024-03-19,2024-03-25,87,Hotel Nikko San Francisco,4,""222 Mason St, San Francisco, CA 94102"",Gym,163,250"
"San Diego,San Francisco,2024-03-19,2024-03-20,87,Hotel Nikko San Francisco,4,""222 Mason St, San Francisco, CA 94102"",Hot tub,176,263"
"San Diego,San Francisco,2024-03-19,2024-03-21,87,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Kitchen/Kitchenette, Pet friendly, Hot tub"",1037,1124"
"San Diego,San Francisco,2024-03-19,2024-03-24,87,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Free Breakfast, Gym, Hot tub, Free WiFi"",1003,1090"
"Seattle,San Francisco,2024-03-19,2024-03-22,65,Hotel Nikko San Francisco,4,""222 Mason St, San Francisco, CA 94102"",Gym,163,228"
"Seattle,San Francisco,2024-03-19,2024-03-25,65,Hotel Nikko San Francisco,4,""222 Mason St, San Francisco, CA 94102"",Hot tub,176,241"
"Seattle,San Francisco,2024-03-19,2024-03-23,65,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Kitchen/Kitchenette, Pet friendly, Hot tub"",1037,1102"
"Seattle,San Francisco,2024-03-19,2024-03-21,65,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Free Breakfast, Gym, Hot tub, Free WiFi"",1003,1068"
"Chicago,NYC,2024-03-19,2024-03-21,155,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Gym, Parking"",279,434"
"Chicago,NYC,2024-03-19,2024-03-24,155,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",Pet friendly,392,547"
"Chicago,NYC,2024-03-19,2024-03-26,155,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Fitness, Free Breakfast, Gym"",1025,1180"
"Chicago,NYC,2024-03-19,2024-03-22,155,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free Breakfast, Hot tub"",1157,1312"
"Los Angeles,NYC,2024-03-19,2024-03-24,198,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Gym, Parking"",279,477"
"Los Angeles,NYC,2024-03-19,2024-03-25,198,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",Pet friendly,392,590"
"Los Angeles,NYC,2024-03-19,2024-03-25,198,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Fitness, Free Breakfast, Gym"",1025,1223"
"Los Angeles,NYC,2024-03-19,2024-03-25,198,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free Breakfast, Hot tub"",1157,1355"
"San Diego,NYC,2024-03-19,2024-03-23,100,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Gym, Parking"",279,379"
"San Diego,NYC,2024-03-19,2024-03-20,100,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",Pet friendly,392,492"
"San Diego,NYC,2024-03-19,2024-03-21,100,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Fitness, Free Breakfast, Gym"",1025,1125"
"San Diego,NYC,2024-03-19,2024-03-25,100,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free Breakfast, Hot tub"",1157,1257"
"San Francisco,NYC,2024-03-19,2024-03-23,142,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Gym, Parking"",279,421"
"San Francisco,NYC,2024-03-19,2024-03-21,142,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",Pet friendly,392,534"
"San Francisco,NYC,2024-03-19,2024-03-20,142,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Fitness, Free Breakfast, Gym"",1025,1167"
"San Francisco,NYC,2024-03-19,2024-03-20,142,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free Breakfast, Hot tub"",1157,1299"
"Seattle,NYC,2024-03-19,2024-03-25,262,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Gym, Parking"",279,541"
"Seattle,NYC,2024-03-19,2024-03-20,262,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",Pet friendly,392,654"
"Seattle,NYC,2024-03-19,2024-03-20,262,""The Ritz-Carlton New York, Central Park"",5,""50 Central Park S, New York, NY 10019"",""Fitness, Free Breakfast, Gym"",1025,1287"
"Seattle,NYC,2024-03-19,2024-03-23,262,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free Breakfast, Hot tub"",1157,1419"
"Los Angeles,Chicago,2024-03-19,2024-03-21,109,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Free Breakfast, Gym, Hot tub"",144,253"
"Los Angeles,Chicago,2024-03-19,2024-03-23,109,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Pool,214,323"
"Los Angeles,Chicago,2024-03-19,2024-03-24,109,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Free WiFi, Gym, Free Breakfast, Fitness, Kitchen/Kitchenette"",269,378"
"Los Angeles,Chicago,2024-03-19,2024-03-25,109,""The Langham, Chicago"",5,""330 N Wabash Ave, Chicago, IL 60611"",""Pet friendly, Airport Shuttle, Parking"",376,485"
"NYC,Chicago,2024-03-19,2024-03-20,154,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Free Breakfast, Gym, Hot tub"",144,298"
"NYC,Chicago,2024-03-19,2024-03-25,154,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Pool,214,368"
"NYC,Chicago,2024-03-19,2024-03-25,154,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Free WiFi, Gym, Free Breakfast, Fitness, Kitchen/Kitchenette"",269,423"
"NYC,Chicago,2024-03-19,2024-03-20,154,""The Langham, Chicago"",5,""330 N Wabash Ave, Chicago, IL 60611"",""Pet friendly, Airport Shuttle, Parking"",376,530"
"San Diego,Chicago,2024-03-19,2024-03-24,159,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Free Breakfast, Gym, Hot tub"",144,303"
"San Diego,Chicago,2024-03-19,2024-03-20,159,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Pool,214,373"
"San Diego,Chicago,2024-03-19,2024-03-25,159,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Free WiFi, Gym, Free Breakfast, Fitness, Kitchen/Kitchenette"",269,428"
"San Diego,Chicago,2024-03-19,2024-03-21,159,""The Langham, Chicago"",5,""330 N Wabash Ave, Chicago, IL 60611"",""Pet friendly, Airport Shuttle, Parking"",376,535"
"San Francisco,Chicago,2024-03-19,2024-03-21,101,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Free Breakfast, Gym, Hot tub"",144,245"
"San Francisco,Chicago,2024-03-19,2024-03-20,101,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Pool,214,315"
"San Francisco,Chicago,2024-03-19,2024-03-22,101,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Free WiFi, Gym, Free Breakfast, Fitness, Kitchen/Kitchenette"",269,370"
"San Francisco,Chicago,2024-03-19,2024-03-20,101,""The Langham, Chicago"",5,""330 N Wabash Ave, Chicago, IL 60611"",""Pet friendly, Airport Shuttle, Parking"",376,477"
"Seattle,Chicago,2024-03-19,2024-03-26,88,The Peninsula Chicago,4,""108 E Superior St, Chicago, IL 60611"",""Free Breakfast, Gym, Hot tub"",144,232"
"Seattle,Chicago,2024-03-19,2024-03-25,88,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Pool,214,302"
"Seattle,Chicago,2024-03-19,2024-03-26,88,The Peninsula Chicago,5,""108 E Superior St, Chicago, IL 60611"",""Free WiFi, Gym, Free Breakfast, Fitness, Kitchen/Kitchenette"",269,357"
"Seattle,Chicago,2024-03-19,2024-03-21,88,""The Langham, Chicago"",5,""330 N Wabash Ave, Chicago, IL 60611"",""Pet friendly, Airport Shuttle, Parking"",376,464"
"Chicago,Seattle,2024-03-20,2024-03-24,81,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",Hot tub,219,300"
"Chicago,Seattle,2024-03-20,2024-03-24,81,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Free Breakfast, Pet friendly"",203,284"
"Chicago,Seattle,2024-03-20,2024-03-23,81,Sheraton Grand Seattle,5,""1400 6th Ave, Seattle, WA 98101"",""Hot tub, Free WiFi, Parking, Gym, Free Breakfast"",736,817"
"Chicago,Seattle,2024-03-20,2024-03-24,81,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Free Breakfast, Free WiFi, Airport Shuttle, Pet friendly"",521,602"
"Los Angeles,Seattle,2024-03-20,2024-03-21,116,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",Hot tub,219,335"
"Los Angeles,Seattle,2024-03-20,2024-03-23,116,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Free Breakfast, Pet friendly"",203,319"
"Los Angeles,Seattle,2024-03-20,2024-03-21,116,Sheraton Grand Seattle,5,""1400 6th Ave, Seattle, WA 98101"",""Hot tub, Free WiFi, Parking, Gym, Free Breakfast"",736,852"
"Los Angeles,Seattle,2024-03-20,2024-03-26,116,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Free Breakfast, Free WiFi, Airport Shuttle, Pet friendly"",521,637"
"NYC,Seattle,2024-03-20,2024-03-24,230,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",Hot tub,219,449"
"NYC,Seattle,2024-03-20,2024-03-23,230,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Free Breakfast, Pet friendly"",203,433"
"NYC,Seattle,2024-03-20,2024-03-26,230,Sheraton Grand Seattle,5,""1400 6th Ave, Seattle, WA 98101"",""Hot tub, Free WiFi, Parking, Gym, Free Breakfast"",736,966"
"NYC,Seattle,2024-03-20,2024-03-21,230,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Free Breakfast, Free WiFi, Airport Shuttle, Pet friendly"",521,751"
"San Diego,Seattle,2024-03-20,2024-03-23,162,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",Hot tub,219,381"
"San Diego,Seattle,2024-03-20,2024-03-25,162,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Free Breakfast, Pet friendly"",203,365"
"San Diego,Seattle,2024-03-20,2024-03-26,162,Sheraton Grand Seattle,5,""1400 6th Ave, Seattle, WA 98101"",""Hot tub, Free WiFi, Parking, Gym, Free Breakfast"",736,898"
"San Diego,Seattle,2024-03-20,2024-03-27,162,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Free Breakfast, Free WiFi, Airport Shuttle, Pet friendly"",521,683"
"San Francisco,Seattle,2024-03-20,2024-03-25,113,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",Hot tub,219,332"
"San Francisco,Seattle,2024-03-20,2024-03-26,113,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Free Breakfast, Pet friendly"",203,316"
"San Francisco,Seattle,2024-03-20,2024-03-22,113,Sheraton Grand Seattle,5,""1400 6th Ave, Seattle, WA 98101"",""Hot tub, Free WiFi, Parking, Gym, Free Breakfast"",736,849"
"San Francisco,Seattle,2024-03-20,2024-03-24,113,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Free Breakfast, Free WiFi, Airport Shuttle, Pet friendly"",521,634"
"Chicago,Los Angeles,2024-03-20,2024-03-27,175,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",217,392"
"Chicago,Los Angeles,2024-03-20,2024-03-27,175,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Gym"",246,421"
"Chicago,Los Angeles,2024-03-20,2024-03-23,175,The LINE Hotel,5,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette"",1752,1927"
"Chicago,Los Angeles,2024-03-20,2024-03-26,175,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Pool, Free Breakfast, Airport Shuttle"",1438,1613"
"NYC,Los Angeles,2024-03-20,2024-03-22,189,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",217,406"
"NYC,Los Angeles,2024-03-20,2024-03-22,189,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Gym"",246,435"
"NYC,Los Angeles,2024-03-20,2024-03-22,189,The LINE Hotel,5,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette"",1752,1941"
"NYC,Los Angeles,2024-03-20,2024-03-24,189,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Pool, Free Breakfast, Airport Shuttle"",1438,1627"
"San Diego,Los Angeles,2024-03-20,2024-03-26,88,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",217,305"
"San Diego,Los Angeles,2024-03-20,2024-03-25,88,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Gym"",246,334"
"San Diego,Los Angeles,2024-03-20,2024-03-25,88,The LINE Hotel,5,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette"",1752,1840"
"San Diego,Los Angeles,2024-03-20,2024-03-22,88,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Pool, Free Breakfast, Airport Shuttle"",1438,1526"
"San Francisco,Los Angeles,2024-03-20,2024-03-22,51,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",217,268"
"San Francisco,Los Angeles,2024-03-20,2024-03-23,51,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Gym"",246,297"
"San Francisco,Los Angeles,2024-03-20,2024-03-21,51,The LINE Hotel,5,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette"",1752,1803"
"San Francisco,Los Angeles,2024-03-20,2024-03-26,51,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Pool, Free Breakfast, Airport Shuttle"",1438,1489"
"Seattle,Los Angeles,2024-03-20,2024-03-22,94,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",217,311"
"Seattle,Los Angeles,2024-03-20,2024-03-27,94,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Gym"",246,340"
"Seattle,Los Angeles,2024-03-20,2024-03-27,94,The LINE Hotel,5,""3515 Wilshire Blvd, Los Angeles, CA 90010"",""Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette"",1752,1846"
"Seattle,Los Angeles,2024-03-20,2024-03-27,94,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Pool, Free Breakfast, Airport Shuttle"",1438,1532"
"Chicago,San Francisco,2024-03-20,2024-03-26,96,InterContinental San Francisco,4,""888 Howard St, San Francisco, CA 94103"",""Free Breakfast, Airport Shuttle"",203,299"
"Chicago,San Francisco,2024-03-20,2024-03-23,96,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Free Breakfast,152,248"
"Chicago,San Francisco,2024-03-20,2024-03-25,96,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Hot tub, Parking, Pool, Free Breakfast"",1227,1323"
"Chicago,San Francisco,2024-03-20,2024-03-25,96,""The Ritz-Carlton, San Francisco"",5,""600 Stockton St, San Francisco, CA 94108"",""Fitness, Kitchen/Kitchenette, Pool, Free WiFi"",485,581"
"Los Angeles,San Francisco,2024-03-20,2024-03-27,50,InterContinental San Francisco,4,""888 Howard St, San Francisco, CA 94103"",""Free Breakfast, Airport Shuttle"",203,253"
"Los Angeles,San Francisco,2024-03-20,2024-03-27,50,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Free Breakfast,152,202"
"Los Angeles,San Francisco,2024-03-20,2024-03-25,50,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Hot tub, Parking, Pool, Free Breakfast"",1227,1277"
"Los Angeles,San Francisco,2024-03-20,2024-03-21,50,""The Ritz-Carlton, San Francisco"",5,""600 Stockton St, San Francisco, CA 94108"",""Fitness, Kitchen/Kitchenette, Pool, Free WiFi"",485,535"
"NYC,San Francisco,2024-03-20,2024-03-23,173,InterContinental San Francisco,4,""888 Howard St, San Francisco, CA 94103"",""Free Breakfast, Airport Shuttle"",203,376"
"NYC,San Francisco,2024-03-20,2024-03-22,173,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Free Breakfast,152,325"
"NYC,San Francisco,2024-03-20,2024-03-27,173,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Hot tub, Parking, Pool, Free Breakfast"",1227,1400"
"NYC,San Francisco,2024-03-20,2024-03-25,173,""The Ritz-Carlton, San Francisco"",5,""600 Stockton St, San Francisco, CA 94108"",""Fitness, Kitchen/Kitchenette, Pool, Free WiFi"",485,658"
"San Diego,San Francisco,2024-03-20,2024-03-23,71,InterContinental San Francisco,4,""888 Howard St, San Francisco, CA 94103"",""Free Breakfast, Airport Shuttle"",203,274"
"San Diego,San Francisco,2024-03-20,2024-03-27,71,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Free Breakfast,152,223"
"San Diego,San Francisco,2024-03-20,2024-03-26,71,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Hot tub, Parking, Pool, Free Breakfast"",1227,1298"
"San Diego,San Francisco,2024-03-20,2024-03-22,71,""The Ritz-Carlton, San Francisco"",5,""600 Stockton St, San Francisco, CA 94108"",""Fitness, Kitchen/Kitchenette, Pool, Free WiFi"",485,556"
"Seattle,San Francisco,2024-03-20,2024-03-23,94,InterContinental San Francisco,4,""888 Howard St, San Francisco, CA 94103"",""Free Breakfast, Airport Shuttle"",203,297"
"Seattle,San Francisco,2024-03-20,2024-03-24,94,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Free Breakfast,152,246"
"Seattle,San Francisco,2024-03-20,2024-03-22,94,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Pet friendly, Hot tub, Parking, Pool, Free Breakfast"",1227,1321"
"Seattle,San Francisco,2024-03-20,2024-03-25,94,""The Ritz-Carlton, San Francisco"",5,""600 Stockton St, San Francisco, CA 94108"",""Fitness, Kitchen/Kitchenette, Pool, Free WiFi"",485,579"
"Chicago,NYC,2024-03-20,2024-03-25,124,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free WiFi, Airport Shuttle"",235,359"
"Chicago,NYC,2024-03-20,2024-03-26,124,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Fitness, Airport Shuttle, Kitchen/Kitchenette"",360,484"
"Chicago,NYC,2024-03-20,2024-03-24,124,The Peninsula New York,5,""700 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free WiFi, Fitness, Pool, Gym"",1406,1530"
"Chicago,NYC,2024-03-20,2024-03-25,124,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Airport Shuttle, Kitchen/Kitchenette, Free WiFi, Hot tub"",1461,1585"
"Los Angeles,NYC,2024-03-20,2024-03-25,180,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free WiFi, Airport Shuttle"",235,415"
"Los Angeles,NYC,2024-03-20,2024-03-27,180,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Fitness, Airport Shuttle, Kitchen/Kitchenette"",360,540"
"Los Angeles,NYC,2024-03-20,2024-03-25,180,The Peninsula New York,5,""700 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free WiFi, Fitness, Pool, Gym"",1406,1586"
"Los Angeles,NYC,2024-03-20,2024-03-25,180,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Airport Shuttle, Kitchen/Kitchenette, Free WiFi, Hot tub"",1461,1641"
"San Diego,NYC,2024-03-20,2024-03-24,118,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free WiFi, Airport Shuttle"",235,353"
"San Diego,NYC,2024-03-20,2024-03-21,118,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Fitness, Airport Shuttle, Kitchen/Kitchenette"",360,478"
"San Diego,NYC,2024-03-20,2024-03-24,118,The Peninsula New York,5,""700 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free WiFi, Fitness, Pool, Gym"",1406,1524"
"San Diego,NYC,2024-03-20,2024-03-26,118,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Airport Shuttle, Kitchen/Kitchenette, Free WiFi, Hot tub"",1461,1579"
"San Francisco,NYC,2024-03-20,2024-03-21,190,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free WiFi, Airport Shuttle"",235,425"
"San Francisco,NYC,2024-03-20,2024-03-22,190,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Fitness, Airport Shuttle, Kitchen/Kitchenette"",360,550"
"San Francisco,NYC,2024-03-20,2024-03-24,190,The Peninsula New York,5,""700 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free WiFi, Fitness, Pool, Gym"",1406,1596"
"San Francisco,NYC,2024-03-20,2024-03-21,190,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Airport Shuttle, Kitchen/Kitchenette, Free WiFi, Hot tub"",1461,1651"
"Seattle,NYC,2024-03-20,2024-03-24,291,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free WiFi, Airport Shuttle"",235,526"
"Seattle,NYC,2024-03-20,2024-03-24,291,The Peninsula New York,4,""700 5th Ave, New York, NY 10019"",""Fitness, Airport Shuttle, Kitchen/Kitchenette"",360,651"
"Seattle,NYC,2024-03-20,2024-03-27,291,The Peninsula New York,5,""700 5th Ave, New York, NY 10019"",""Kitchen/Kitchenette, Free WiFi, Fitness, Pool, Gym"",1406,1697"
"Seattle,NYC,2024-03-20,2024-03-22,291,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Free Breakfast, Airport Shuttle, Kitchen/Kitchenette, Free WiFi, Hot tub"",1461,1752"
"Los Angeles,Chicago,2024-03-20,2024-03-25,166,Four Seasons Hotel Chicago,4,""120 E Delaware Pl, Chicago, IL 60611"",Free Breakfast,136,302"
"Los Angeles,Chicago,2024-03-20,2024-03-24,166,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Fitness,159,325"
"Los Angeles,Chicago,2024-03-20,2024-03-24,166,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free WiFi, Fitness, Parking"",310,476"
"Los Angeles,Chicago,2024-03-20,2024-03-27,166,Park Hyatt Chicago,5,""800 N Michigan Ave, Chicago, IL 60611"",""Gym, Fitness, Pool"",537,703"
"NYC,Chicago,2024-03-20,2024-03-26,145,Four Seasons Hotel Chicago,4,""120 E Delaware Pl, Chicago, IL 60611"",Free Breakfast,136,281"
"NYC,Chicago,2024-03-20,2024-03-21,145,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Fitness,159,304"
"NYC,Chicago,2024-03-20,2024-03-22,145,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free WiFi, Fitness, Parking"",310,455"
"NYC,Chicago,2024-03-20,2024-03-26,145,Park Hyatt Chicago,5,""800 N Michigan Ave, Chicago, IL 60611"",""Gym, Fitness, Pool"",537,682"
"San Diego,Chicago,2024-03-20,2024-03-25,171,Four Seasons Hotel Chicago,4,""120 E Delaware Pl, Chicago, IL 60611"",Free Breakfast,136,307"
"San Diego,Chicago,2024-03-20,2024-03-22,171,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Fitness,159,330"
"San Diego,Chicago,2024-03-20,2024-03-25,171,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free WiFi, Fitness, Parking"",310,481"
"San Diego,Chicago,2024-03-20,2024-03-27,171,Park Hyatt Chicago,5,""800 N Michigan Ave, Chicago, IL 60611"",""Gym, Fitness, Pool"",537,708"
"San Francisco,Chicago,2024-03-20,2024-03-22,184,Four Seasons Hotel Chicago,4,""120 E Delaware Pl, Chicago, IL 60611"",Free Breakfast,136,320"
"San Francisco,Chicago,2024-03-20,2024-03-25,184,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Fitness,159,343"
"San Francisco,Chicago,2024-03-20,2024-03-27,184,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free WiFi, Fitness, Parking"",310,494"
"San Francisco,Chicago,2024-03-20,2024-03-26,184,Park Hyatt Chicago,5,""800 N Michigan Ave, Chicago, IL 60611"",""Gym, Fitness, Pool"",537,721"
"Seattle,Chicago,2024-03-20,2024-03-21,118,Four Seasons Hotel Chicago,4,""120 E Delaware Pl, Chicago, IL 60611"",Free Breakfast,136,254"
"Seattle,Chicago,2024-03-20,2024-03-26,118,Trump International Hotel & Tower Chicago,4,""401 N Wabash Ave, Chicago, IL 60611"",Fitness,159,277"
"Seattle,Chicago,2024-03-20,2024-03-25,118,Trump International Hotel & Tower Chicago,5,""401 N Wabash Ave, Chicago, IL 60611"",""Free WiFi, Fitness, Parking"",310,428"
"Seattle,Chicago,2024-03-20,2024-03-21,118,Park Hyatt Chicago,5,""800 N Michigan Ave, Chicago, IL 60611"",""Gym, Fitness, Pool"",537,655"
