Origin,City,Date,Flight Price,Hotel Name,Stars,Address,Amenities,Night Price($)
Seattle,Los Angeles,2024-03-16,107,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Pet friendly",267
Seattle,Los Angeles,2024-03-16,107,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Gym, Kitchen/Kitchenette, Parking, Free Breakfast, Fitness",1434
Seattle,Los Angeles,2024-03-16,107,"The Ritz-Carlton, Los Angeles",5,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pool, Airport Shuttle, Parking",2207
Chicago,San Francisco,2024-03-16,95,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Fitness,151
Chicago,San Francisco,2024-03-16,95,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
Chicago,San Francisco,2024-03-16,95,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
Chicago,San Francisco,2024-03-16,95,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
Los Angeles,San Francisco,2024-03-16,66,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Fitness,151
Los Angeles,San Francisco,2024-03-16,66,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
Los Angeles,San Francisco,2024-03-16,66,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
Los Angeles,San Francisco,2024-03-16,66,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
NYC,San Francisco,2024-03-16,157,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Fitness,151
NYC,San Francisco,2024-03-16,157,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
NYC,San Francisco,2024-03-16,157,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
NYC,San Francisco,2024-03-16,157,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
San Diego,San Francisco,2024-03-16,133,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Fitness,151
San Diego,San Francisco,2024-03-16,133,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
San Diego,San Francisco,2024-03-16,133,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
San Diego,San Francisco,2024-03-16,133,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
Seattle,San Francisco,2024-03-16,94,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Fitness,151
Seattle,San Francisco,2024-03-16,94,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
Seattle,San Francisco,2024-03-16,94,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
Seattle,San Francisco,2024-03-16,94,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
Chicago,NYC,2024-03-16,142,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free Breakfast, Gym",331
Chicago,NYC,2024-03-16,142,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Airport Shuttle, Free Breakfast, Pool",355
Chicago,NYC,2024-03-16,142,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Kitchen/Kitchenette, Gym, Hot tub, Pet friendly",1624
Chicago,NYC,2024-03-16,142,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Kitchen/Kitchenette, Free WiFi, Pet friendly, Airport Shuttle",885
Los Angeles,NYC,2024-03-16,238,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free Breakfast, Gym",331
Los Angeles,NYC,2024-03-16,238,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Airport Shuttle, Free Breakfast, Pool",355
Los Angeles,NYC,2024-03-16,238,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Kitchen/Kitchenette, Gym, Hot tub, Pet friendly",1624
Los Angeles,NYC,2024-03-16,238,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Kitchen/Kitchenette, Free WiFi, Pet friendly, Airport Shuttle",885
San Diego,NYC,2024-03-16,149,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free Breakfast, Gym",331
San Diego,NYC,2024-03-16,149,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Airport Shuttle, Free Breakfast, Pool",355
San Diego,NYC,2024-03-16,149,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Kitchen/Kitchenette, Gym, Hot tub, Pet friendly",1624
San Diego,NYC,2024-03-16,149,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Kitchen/Kitchenette, Free WiFi, Pet friendly, Airport Shuttle",885
San Francisco,NYC,2024-03-16,106,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free Breakfast, Gym",331
San Francisco,NYC,2024-03-16,106,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Airport Shuttle, Free Breakfast, Pool",355
San Francisco,NYC,2024-03-16,106,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Kitchen/Kitchenette, Gym, Hot tub, Pet friendly",1624
San Francisco,NYC,2024-03-16,106,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Kitchen/Kitchenette, Free WiFi, Pet friendly, Airport Shuttle",885
Seattle,NYC,2024-03-16,208,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Free Breakfast, Gym",331
Seattle,NYC,2024-03-16,208,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Airport Shuttle, Free Breakfast, Pool",355
Seattle,NYC,2024-03-16,208,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Kitchen/Kitchenette, Gym, Hot tub, Pet friendly",1624
Seattle,NYC,2024-03-16,208,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Kitchen/Kitchenette, Free WiFi, Pet friendly, Airport Shuttle",885
Los Angeles,Chicago,2024-03-16,65,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611",Fitness,134
Los Angeles,Chicago,2024-03-16,65,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Free Breakfast, Fitness",160
Los Angeles,Chicago,2024-03-16,65,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Gym, Kitchen/Kitchenette, Free WiFi, Fitness, Free Breakfast",979
Los Angeles,Chicago,2024-03-16,65,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Fitness, Airport Shuttle, Hot tub",1365
NYC,Chicago,2024-03-16,165,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611",Fitness,134
NYC,Chicago,2024-03-16,165,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Free Breakfast, Fitness",160
NYC,Chicago,2024-03-16,165,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Gym, Kitchen/Kitchenette, Free WiFi, Fitness, Free Breakfast",979
NYC,Chicago,2024-03-16,165,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Fitness, Airport Shuttle, Hot tub",1365
San Diego,Chicago,2024-03-16,177,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611",Fitness,134
San Diego,Chicago,2024-03-16,177,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Free Breakfast, Fitness",160
San Diego,Chicago,2024-03-16,177,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Gym, Kitchen/Kitchenette, Free WiFi, Fitness, Free Breakfast",979
San Diego,Chicago,2024-03-16,177,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Fitness, Airport Shuttle, Hot tub",1365
San Francisco,Chicago,2024-03-16,105,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611",Fitness,134
San Francisco,Chicago,2024-03-16,105,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Free Breakfast, Fitness",160
San Francisco,Chicago,2024-03-16,105,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Gym, Kitchen/Kitchenette, Free WiFi, Fitness, Free Breakfast",979
San Francisco,Chicago,2024-03-16,105,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Fitness, Airport Shuttle, Hot tub",1365
Seattle,Chicago,2024-03-16,121,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611",Fitness,134
Seattle,Chicago,2024-03-16,121,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Free Breakfast, Fitness",160
Seattle,Chicago,2024-03-16,121,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Gym, Kitchen/Kitchenette, Free WiFi, Fitness, Free Breakfast",979
Seattle,Chicago,2024-03-16,121,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Fitness, Airport Shuttle, Hot tub",1365
Chicago,Seattle,2024-03-17,182,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Parking, Gym",292
Chicago,Seattle,2024-03-17,182,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101",Free WiFi,183
Chicago,Seattle,2024-03-17,182,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Free WiFi, Parking",739
Chicago,Seattle,2024-03-17,182,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Kitchen/Kitchenette, Free Breakfast, Pool, Airport Shuttle",1299
Los Angeles,Seattle,2024-03-17,113,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Parking, Gym",292
Los Angeles,Seattle,2024-03-17,113,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101",Free WiFi,183
Los Angeles,Seattle,2024-03-17,113,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Free WiFi, Parking",739
Los Angeles,Seattle,2024-03-17,113,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Kitchen/Kitchenette, Free Breakfast, Pool, Airport Shuttle",1299
NYC,Seattle,2024-03-17,190,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Parking, Gym",292
NYC,Seattle,2024-03-17,190,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101",Free WiFi,183
NYC,Seattle,2024-03-17,190,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Free WiFi, Parking",739
NYC,Seattle,2024-03-17,190,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Kitchen/Kitchenette, Free Breakfast, Pool, Airport Shuttle",1299
San Diego,Seattle,2024-03-17,113,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Parking, Gym",292
San Diego,Seattle,2024-03-17,113,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101",Free WiFi,183
San Diego,Seattle,2024-03-17,113,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Free WiFi, Parking",739
San Diego,Seattle,2024-03-17,113,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Kitchen/Kitchenette, Free Breakfast, Pool, Airport Shuttle",1299
San Francisco,Seattle,2024-03-17,141,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Parking, Gym",292
San Francisco,Seattle,2024-03-17,141,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101",Free WiFi,183
San Francisco,Seattle,2024-03-17,141,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Gym, Free WiFi, Parking",739
San Francisco,Seattle,2024-03-17,141,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Kitchen/Kitchenette, Free Breakfast, Pool, Airport Shuttle",1299
Chicago,Los Angeles,2024-03-17,101,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
Chicago,Los Angeles,2024-03-17,101,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015",Hot tub,202
Chicago,Los Angeles,2024-03-17,101,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
Chicago,Los Angeles,2024-03-17,101,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly, Hot tub",544
NYC,Los Angeles,2024-03-17,174,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
NYC,Los Angeles,2024-03-17,174,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015",Hot tub,202
NYC,Los Angeles,2024-03-17,174,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
NYC,Los Angeles,2024-03-17,174,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly, Hot tub",544
San Diego,Los Angeles,2024-03-17,44,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
San Diego,Los Angeles,2024-03-17,44,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015",Hot tub,202
San Diego,Los Angeles,2024-03-17,44,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
San Diego,Los Angeles,2024-03-17,44,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly, Hot tub",544
San Francisco,Los Angeles,2024-03-17,82,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
San Francisco,Los Angeles,2024-03-17,82,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015",Hot tub,202
San Francisco,Los Angeles,2024-03-17,82,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
San Francisco,Los Angeles,2024-03-17,82,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly, Hot tub",544
Seattle,Los Angeles,2024-03-17,66,"The Ritz-Carlton, Los Angeles",4,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Free WiFi, Kitchen/Kitchenette",264
Seattle,Los Angeles,2024-03-17,66,JW Marriott Los Angeles L.A. LIVE,4,"900 W Olympic Blvd, Los Angeles, CA 90015",Hot tub,202
Seattle,Los Angeles,2024-03-17,66,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
Seattle,Los Angeles,2024-03-17,66,JW Marriott Los Angeles L.A. LIVE,5,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Pet friendly, Hot tub",544
Chicago,San Francisco,2024-03-17,129,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Hot tub,172
Chicago,San Francisco,2024-03-17,129,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
Chicago,San Francisco,2024-03-17,129,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
Chicago,San Francisco,2024-03-17,129,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
Los Angeles,San Francisco,2024-03-17,76,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Hot tub,172
Los Angeles,San Francisco,2024-03-17,76,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
Los Angeles,San Francisco,2024-03-17,76,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
Los Angeles,San Francisco,2024-03-17,76,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
NYC,San Francisco,2024-03-17,176,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Hot tub,172
NYC,San Francisco,2024-03-17,176,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
NYC,San Francisco,2024-03-17,176,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
NYC,San Francisco,2024-03-17,176,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
San Diego,San Francisco,2024-03-17,65,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Hot tub,172
San Diego,San Francisco,2024-03-17,65,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
San Diego,San Francisco,2024-03-17,65,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
San Diego,San Francisco,2024-03-17,65,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
Seattle,San Francisco,2024-03-17,216,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103",Hot tub,172
Seattle,San Francisco,2024-03-17,216,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
Seattle,San Francisco,2024-03-17,216,InterContinental San Francisco,5,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
Seattle,San Francisco,2024-03-17,216,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
Chicago,NYC,2024-03-17,137,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018",Gym,416
Chicago,NYC,2024-03-17,137,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Free Breakfast, Fitness",302
Chicago,NYC,2024-03-17,137,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Airport Shuttle, Pool, Fitness, Hot tub, Gym",1403
Chicago,NYC,2024-03-17,137,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Pet friendly, Hot tub",538
Los Angeles,NYC,2024-03-17,208,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018",Gym,416
Los Angeles,NYC,2024-03-17,208,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Free Breakfast, Fitness",302
Los Angeles,NYC,2024-03-17,208,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Airport Shuttle, Pool, Fitness, Hot tub, Gym",1403
Los Angeles,NYC,2024-03-17,208,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Pet friendly, Hot tub",538
San Diego,NYC,2024-03-17,206,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018",Gym,416
San Diego,NYC,2024-03-17,206,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Free Breakfast, Fitness",302
San Diego,NYC,2024-03-17,206,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Airport Shuttle, Pool, Fitness, Hot tub, Gym",1403
San Diego,NYC,2024-03-17,206,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Pet friendly, Hot tub",538
San Francisco,NYC,2024-03-17,198,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018",Gym,416
San Francisco,NYC,2024-03-17,198,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Free Breakfast, Fitness",302
San Francisco,NYC,2024-03-17,198,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Airport Shuttle, Pool, Fitness, Hot tub, Gym",1403
San Francisco,NYC,2024-03-17,198,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Pet friendly, Hot tub",538
Seattle,NYC,2024-03-17,249,"The Langham, New York, Fifth Avenue",4,"400 5th Ave, New York, NY 10018",Gym,416
Seattle,NYC,2024-03-17,249,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Free Breakfast, Fitness",302
Seattle,NYC,2024-03-17,249,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Airport Shuttle, Pool, Fitness, Hot tub, Gym",1403
Seattle,NYC,2024-03-17,249,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Pool, Pet friendly, Hot tub",538
Los Angeles,Chicago,2024-03-17,140,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611",Parking,162
Los Angeles,Chicago,2024-03-17,140,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Hot tub, Pool, Free Breakfast",179
Los Angeles,Chicago,2024-03-17,140,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Fitness, Gym, Pool",1018
Los Angeles,Chicago,2024-03-17,140,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Gym, Pool, Kitchen/Kitchenette, Airport Shuttle",660
NYC,Chicago,2024-03-17,134,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611",Parking,162
NYC,Chicago,2024-03-17,134,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Hot tub, Pool, Free Breakfast",179
NYC,Chicago,2024-03-17,134,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Fitness, Gym, Pool",1018
NYC,Chicago,2024-03-17,134,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Gym, Pool, Kitchen/Kitchenette, Airport Shuttle",660
San Diego,Chicago,2024-03-17,159,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611",Parking,162
San Diego,Chicago,2024-03-17,159,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Hot tub, Pool, Free Breakfast",179
San Diego,Chicago,2024-03-17,159,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Fitness, Gym, Pool",1018
San Diego,Chicago,2024-03-17,159,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Gym, Pool, Kitchen/Kitchenette, Airport Shuttle",660
San Francisco,Chicago,2024-03-17,162,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611",Parking,162
San Francisco,Chicago,2024-03-17,162,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Hot tub, Pool, Free Breakfast",179
San Francisco,Chicago,2024-03-17,162,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Fitness, Gym, Pool",1018
San Francisco,Chicago,2024-03-17,162,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Gym, Pool, Kitchen/Kitchenette, Airport Shuttle",660
Seattle,Chicago,2024-03-17,199,The Peninsula Chicago,4,"108 E Superior St, Chicago, IL 60611",Parking,162
Seattle,Chicago,2024-03-17,199,"The Langham, Chicago",4,"330 N Wabash Ave, Chicago, IL 60611","Hot tub, Pool, Free Breakfast",179
Seattle,Chicago,2024-03-17,199,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Fitness, Gym, Pool",1018
Seattle,Chicago,2024-03-17,199,The Peninsula Chicago,5,"108 E Superior St, Chicago, IL 60611","Gym, Pool, Kitchen/Kitchenette, Airport Shuttle",660
Chicago,Seattle,2024-03-18,164,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Pet friendly, Pool",276
Chicago,Seattle,2024-03-18,164,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Pool, Gym, Free WiFi",196
Chicago,Seattle,2024-03-18,164,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Kitchen/Kitchenette, Pool, Hot tub, Airport Shuttle",326
Chicago,Seattle,2024-03-18,164,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Airport Shuttle, Free WiFi, Hot tub",483
Los Angeles,Seattle,2024-03-18,82,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Pet friendly, Pool",276
Los Angeles,Seattle,2024-03-18,82,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Pool, Gym, Free WiFi",196
Los Angeles,Seattle,2024-03-18,82,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Kitchen/Kitchenette, Pool, Hot tub, Airport Shuttle",326
Los Angeles,Seattle,2024-03-18,82,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Airport Shuttle, Free WiFi, Hot tub",483
NYC,Seattle,2024-03-18,265,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Pet friendly, Pool",276
NYC,Seattle,2024-03-18,265,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Pool, Gym, Free WiFi",196
NYC,Seattle,2024-03-18,265,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Kitchen/Kitchenette, Pool, Hot tub, Airport Shuttle",326
NYC,Seattle,2024-03-18,265,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Airport Shuttle, Free WiFi, Hot tub",483
San Diego,Seattle,2024-03-18,100,The Edgewater Hotel,4,"2411 Alaskan Way, Seattle, WA 98121","Pet friendly, Pool",276
San Diego,Seattle,2024-03-18,100,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Pool, Gym, Free WiFi",196
